carname,carprice,carbrand,cartype,powerway,timemark,car_motor,motor_type,car_gl,car_nj,battery_type,battery_tec,battery_brand,battery_cap,dir_way,bef_xg,aft_xg
高尔夫 2023款 280TSI DSG Pro,14.98万,一汽-大众,紧凑型车,汽油,2022.11,1.4T 150马力 L4,1395,4,L,7挡双离合,7,干式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
高尔夫 2023款 380TSI GTI,暂无报价,,,,,,,,,,,,,,,
奔驰S级 2022款 4.0T 自动 四驱 5座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
克莱斯勒300C(进口) 2023款  Final Edition,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
威朗 2023款 Pro 532T 乐逸版,12.89万,上汽通用别克,紧凑型车,汽油,2022.10,1.5T 184马力 L4,1498,4,L,CVT无级变速(模拟7挡),无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
威朗 2023款 Pro 533T 乐享版,13.99万,上汽通用别克,紧凑型车,汽油,2022.10,1.5T 184马力 L4,1498,4,L,CVT无级变速(模拟7挡),无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
威朗 2023款 Pro 533T 乐趣版,暂无报价,,汽油,,1.5T 184马力 L4,135(184Ps),1498,4,L,CVT无级变速(模拟7挡),无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
威朗 2023款 Pro GS 猎风版,14.79万,上汽通用别克,紧凑型车,汽油,2022.10,1.5T 184马力 L4,1498,4,L,CVT无级变速(模拟7挡),无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
威朗 2023款 Pro GS 疾风版,15.89万,上汽通用别克,紧凑型车,汽油,2022.10,1.5T 184马力 L4,1498,4,L,CVT无级变速(模拟7挡),无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
揽胜 2013款 5.0T 自动 四驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
思域(进口) 2022款 两厢 e:HEV 英国版,暂无报价,,,,,,,,,,,,,,,
T-ROC探歌(海外) 2022款 4MOTION R-Line 南非版,暂无报价,,,,,,,,,,,,,,,
宝来 2023款 200TSI DSG悦行版,12.79万,一汽-大众,紧凑型车,汽油,2022.10,1.2T 116马力 L4,1197,4,L,7挡双离合,7,干式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
宝来 2023款 200TSI DSG悦行PRO版,13.29万,一汽-大众,紧凑型车,汽油,2022.10,1.2T 116马力 L4,1197,4,L,7挡双离合,7,干式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
Tahoe 2023款 RST Performance Edition,暂无报价,,,,,,,,,,,,,,,
帕萨特 2023款 280TSI 商务版,18.19万,上汽大众,中型车,汽油,2022.09,1.4T 150马力 L4,1395,4,L,7挡干式双离合,7,干式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
帕萨特 2023款 280TSI 精英版,19.29万,上汽大众,中型车,汽油,2022.09,1.4T 150马力 L4,1395,4,L,7挡干式双离合,7,干式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
帕萨特 2023款 330TSI 精英版,20.59万,上汽大众,中型车,汽油,2022.09,2.0T 186马力 L4,1984,4,L,7挡湿式双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
帕萨特 2023款 280TSI 星空精英版,19.29万,上汽大众,中型车,汽油,2022.09,1.4T 150马力 L4,1395,4,L,7挡干式双离合,7,干式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
帕萨特 2023款 330TSI 星空精英版,20.59万,上汽大众,中型车,汽油,2022.09,2.0T 186马力 L4,1984,4,L,7挡湿式双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
帕萨特 2023款 330TSI 豪华版,22.49万,上汽大众,中型车,汽油,2022.09,2.0T 186马力 L4,1984,4,L,7挡湿式双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
帕萨特 2023款 330TSI 星空豪华版,22.49万,上汽大众,中型车,汽油,2022.09,2.0T 186马力 L4,1984,4,L,7挡湿式双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
帕萨特 2023款 330TSI 尊贵版,23.39万,上汽大众,中型车,汽油,2022.09,2.0T 186马力 L4,1984,4,L,7挡湿式双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
帕萨特 2023款 330TSI 星空尊贵版,23.39万,上汽大众,中型车,汽油,2022.09,2.0T 186马力 L4,1984,4,L,7挡湿式双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
帕萨特 2023款 380TSI 豪华版,23.39万,上汽大众,中型车,汽油,2022.09,2.0T 220马力 L4,1984,4,L,7挡湿式双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
帕萨特 2023款 380TSI 旗舰版,25.29万,上汽大众,中型车,汽油,2022.09,2.0T 220马力 L4,1984,4,L,7挡湿式双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
Mustang 2024款  Bronze Design Series 美国版,暂无报价,,,,,,,,,,,,,,,
Mustang 2024款 GT 美国版,暂无报价,,,,,,,,,,,,,,,
Mustang 2024款 GT Convertible 美国版,暂无报价,,,,,,,,,,,,,,,
Mustang 2024款 Dark Horse 美国版,暂无报价,,,,,,,,,,,,,,,
宝马X7 2019款 3.0T 自动 后驱 6座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
Levante 2022款 3.0L 自动 四驱 5座 原厂定制版,暂无报价,,汽油,,,,,,,,,,,,,
兰德酷路泽 2017款 4.6L 自动 四驱 8座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
兰德酷路泽 2016款 4.0L 自动 四驱 8座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
五菱征程 2022款 2.0L 手动创业型,6.98万,上汽通用五菱,中大型MPV,汽油,2022.09,2.0L 136马力 L4,1999,4,L,6挡手动,6,手动变速箱(MT),,通风盘式,鼓式,手刹
思皓A5 2022款 1.5T CVT豪华舒享型 ,9.88万,江汽集团,紧凑型车,汽油,2022.09,1.5T 150马力 L4,1499,4,L,CVT无级变速,无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
思皓A5 2022款 1.5T CVT尊贵耀享型,10.58万,江汽集团,紧凑型车,汽油,2022.09,1.5T 150马力 L4,1499,4,L,CVT无级变速,无级变速,无级变速箱(CVT),,通风盘式,实心盘式,电子驻车
保时捷911 2021款 3.0T 自动 四驱 2座 平行进口,暂无报价,,,,,,,,,,,,,,,
斯巴鲁Crosstrek 2024款 e-BOXER Prototype 日本版,暂无报价,,,,,,,,,,,,,,,
斯巴鲁Crosstrek 2013款 基本型,暂无报价,,,,,,,,,,,,,,,
斯巴鲁Crosstrek 2014款 Hybrid,暂无报价,,,,,,,,,,,,,,,
斯巴鲁Crosstrek 2015款 特别版,暂无报价,,,,,,,,,,,,,,,
斯巴鲁Crosstrek 2021款 Limited 美国版,暂无报价,,,,,,,,,,,,,,,
斯巴鲁Crosstrek 2021款 Sport 美国版,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
埃安Hyper SSR 2023款 标准型,暂无报价,广汽埃安新能源,跑车,,,,,,,,,,,,,
Mustang 2024款 改装版,暂无报价,,,,,,,,,,,,,,,
保时捷911 2022款 GT3 Touring PDK 美国版,暂无报价,,,,,,,,,,,,,,,
揽胜PHEV 2023款 HSE P440e 欧洲版,暂无报价,,,,,,,,,,,,,,,
揽胜PHEV 2023款 SV P510e 欧洲版,暂无报价,,,,,,,,,,,,,,,
揽胜运动版PHEV 2023款 Autobiography P510e 欧洲版,暂无报价,,,,,,,,,,,,,,,
斯巴鲁Crosstrek 2023款 Special Edition 美国版,暂无报价,,,,,,,,,,,,,,,
揽胜运动版 2023款 P400 Dynamic SE 欧洲版,暂无报价,,,,,,,,,,,,,,,
牧马人4xe 2023款 Willys 4xe,暂无报价,,,,,,,,,,,,,,,
大切诺基4xe(进口) 2023款 4xe 30th Anniversary,暂无报价,,,,,,,,,,,,,,,
GranTurismo 2023款 Modena Prototype,暂无报价,,,,,,,,,,,,,,,
Charger 2023款 King Daytona,暂无报价,,,,,,,,,,,,,,,
奥迪RS Q5 2024款 基本型,暂无报价,Audi Sport,中型SUV,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
星瑞 2023款 2.0T 旋转大屏版,暂无报价,,汽油,,2.0T 190马力 L4,140(190Ps),1969,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
Ranger 2023款 基本型,暂无报价,江铃福特,中型皮卡,,,,,,,,,,,,,
奥迪A5 2023款 Coupe 40 TFSI 时尚动感型,37.98万,奥迪(进口),中型车,汽油,2022.09,2.0T 204马力 L4,1984,4,L,7挡双离合,7,湿式双离合变速箱（DCT）,,通风盘式,实心盘式,电子驻车
奥迪S5 2023款 3.0T Sportback,63.18万,奥迪(进口),中型车,汽油,2022.09,3.0T 354马力 V6,2995,6,V,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
奥迪S5 2023款 3.0T Coupe,63.18万,奥迪(进口),中型车,汽油,2022.09,3.0T 354马力 V6,2995,6,V,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
奥迪S5 2023款 3.0T Cabriolet,70.88万,奥迪(进口),中型车,汽油,2022.09,3.0T 354马力 V6,2995,6,V,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
奔驰G级 2017款 3.0T 自动 四驱 7座 平行进口,暂无报价,,汽油,,,,,,,,,,,,,
Polestar 6 2023款 LA Concept edition,暂无报价,,,,,,,,,,,,,,,
丰田86 2022款 GR 86 GTS 澳大利亚版,暂无报价,,,,,,,,,,,,,,,
丰田86 2022款 GR 86 GT 澳大利亚版,暂无报价,,,,,,,,,,,,,,,
 0款 ,暂无报价,,,,,,,,,,,,,,,
AION V 2023款 Plus 70 行政版 磷酸铁锂,19.36万,,纯电动,,纯电动 224马力,500,永磁/同步,165,350,磷酸铁锂电池,弹匣电池,中航锂电,71.8,前置前驱,麦弗逊式独立悬挂,多连杆式独立悬挂
AION V 2023款 Plus 70 行政版 三元锂,19.36万,,纯电动,,纯电动 224马力,500,永磁/同步,165,350,三元锂电池,弹匣电池,孚能科技,69.9,前置前驱,麦弗逊式独立悬挂,多连杆式独立悬挂
AION V 2023款 Plus 80 领袖版 三元锂,26.59万,,纯电动,,纯电动 224马力,600,永磁/同步,165,350,三元锂电池,弹匣电池,中航锂电,80,前置前驱,麦弗逊式独立悬挂,多连杆式独立悬挂
AION V 2023款 Plus 80 行政版 三元锂,22.96万,,纯电动,,纯电动 224马力,600,永磁/同步,165,350,三元锂电池,弹匣电池,中航锂电,80,前置前驱,麦弗逊式独立悬挂,多连杆式独立悬挂
上汽大通MAXUS D90 2021款 2.0T 自动 四驱 7座 原厂定制版,暂无报价,,,,,,,,,,,,,,,
揽胜运动版 2023款 D300 SE 欧洲版,暂无报价,,,,,,,,,,,,,,,
揽胜运动版 2023款 P530 First Edition 欧洲版,暂无报价,,,,,,,,,,,,,,,
几何G6 2022款 620新乐版,17.28万,几何汽车,紧凑型车,纯电动,2022.11,纯电动 204马力,永磁/同步,150,310,三元锂电池,宁德时代,首任车主不限年限/里程（责任免除条款以官方为准）,183.2,前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
几何G6 2022款 480新享版,16.28万,几何汽车,紧凑型车,纯电动,2022.11,纯电动 204马力,永磁/同步,150,310,三元锂电池,"宁德时代,威睿电动",首任车主不限年限/里程（责任免除条款以官方为准）,160.3,前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
几何M6 2022款 450新享版,16.28万,几何汽车,紧凑型SUV,纯电动,2022.11,纯电动 204马力,永磁/同步,150,310,三元锂电池,"宁德时代,威睿电动",首任车主不限年限/里程（责任免除条款以官方为准）,160.3,前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
几何M6 2022款 580新乐版,17.28万,几何汽车,紧凑型SUV,纯电动,2022.11,纯电动 204马力,永磁/同步,150,310,三元锂电池,宁德时代,首任车主不限年限/里程（责任免除条款以官方为准）,183.2,前置前驱,麦弗逊式独立悬挂,纵臂扭转梁式非独立悬挂
长安Lumin 2022款 试装车,暂无报价,,,,,,,,,,,,,,,
奕炫 2023款 马赫版 1.5T 低配版,暂无报价,,汽油,,1.5T 190马力 L4,140(190Ps),1476,4,L,7挡湿式双离合,7,双离合变速箱(DCT),,通风盘式,实心盘式,
帕萨特PHEV 2023款 430PHEV 混动精英版,23.315万,上汽大众,中型车,插电式混合动力,2022.09,1.4T 150马力 L4 插电式混动,1395,4,L,插电式混动 116马力,永磁/同步,85,330,6挡双离合,6,湿式双离合变速箱（DCT）
帕萨特PHEV 2023款 430PHEV 混动豪华版,24.215万,上汽大众,中型车,插电式混合动力,2022.09,1.4T 150马力 L4 插电式混动,1395,4,L,插电式混动 116马力,永磁/同步,85,330,6挡双离合,6,湿式双离合变速箱（DCT）
 0款 ,暂无报价,,,,,,,,,,,,,,,
埃安Hyper SSR 2023款 Ultimate 赛道版,暂无报价,,,,,,,,,,,,,,,
龙耀6 2022款 标准型厢货系列宁德时代38.64kwh,14.61万,厦门金龙,微面,纯电动,2022.09,纯电动 95马力,永磁/同步,70,230,磷酸铁锂电池,宁德时代,5年或20万公里,,后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
龙耀6 2022款 标准型厢货系列中创新航38.64kwh,14.41万,厦门金龙,微面,纯电动,2022.09,纯电动 95马力,永磁/同步,70,230,磷酸铁锂电池,中创新航,5年或20万公里,,后置后驱,麦弗逊式独立悬挂,整体桥式非独立悬挂
海狮X30L 2022款 1.5L 超享版无空调6/7客车 国VI,4.79万,华晨鑫源,微面,汽油,2022.09,1.5L 102马力 L4,1451,4,L,5挡手动变速箱（MT）,5,手动变速箱(MT),,实心盘式,鼓式,手刹
思皓爱跑 2022款 畅行版,19.99万,江汽集团,紧凑型车,纯电动,2022.09,纯电动 193马力,永磁/同步,142,340,磷酸铁锂电池,蜂窝电池,华霆,50.1,前置前驱,麦弗逊式独立悬挂,多连杆式独立悬挂
兰德酷路泽 2021款 4.0L 自动 四驱 5座 平行进口,暂无报价,,,,,,,,,,,,,,,
海狮X30L 2022款 1.5L 财富版无空调6/7客车 国VI,5.08万,华晨鑫源,微面,汽油,2022.09,1.5L 102马力 L4,1451,4,L,5挡手动变速箱（MT）,5,手动变速箱(MT),,实心盘式,鼓式,手刹
海狮X30L 2022款 1.5L 超享版无空调2座厢货 国VI,4.79万,华晨鑫源,微面,汽油,2022.09,1.5L 102马力 L4,1451,4,L,5挡手动变速箱（MT）,5,手动变速箱(MT),,实心盘式,鼓式,手刹
小蚂蚁 2022款 电极兔,暂无报价,,,,,,,,,,,,,,,
Fastback 2023款 Audace Turbo 200,暂无报价,,,,,,,,,,,,,,,
Fastback 2023款 Impetus Turbo 200,暂无报价,,,,,,,,,,,,,,,
Fastback 2023款  Limited Edition powered by Abarth Turbo 270,暂无报价,,,,,,,,,,,,,,,
海狮X30L 2022款 1.5L 超享版无空调5座厢货 国VI,4.79万,华晨鑫源,微面,汽油,2022.09,1.5L 102马力 L4,1451,4,L,5挡手动变速箱（MT）,5,手动变速箱(MT),,实心盘式,鼓式,手刹
海狮X30L 2022款 1.5L 财富版无空调2座厢货 国VI,5.08万,华晨鑫源,微面,汽油,2022.09,1.5L 102马力 L4,1451,4,L,5挡手动变速箱（MT）,5,手动变速箱(MT),,实心盘式,鼓式,手刹
海狮X30L 2022款 1.5L 财富版无空调5座厢货 国VI,5.08万,华晨鑫源,微面,汽油,2022.09,1.5L 102马力 L4,1451,4,L,5挡手动变速箱（MT）,5,手动变速箱(MT),,实心盘式,鼓式,手刹
 0款 ,暂无报价,,,,,,,,,,,,,,,
海狮S 2022款 1.5L 财富版无空调5座客车 国VI,5.28万,华晨鑫源,微面,汽油,2022.09,1.5L 102马力 L4,1451,4,L,5挡手动变速箱（MT）,5,手动变速箱(MT),,实心盘式,鼓式,手刹
奔驰GLC 2019款 2.0T 自动 四驱 5座 ,暂无报价,,汽油,,,,,,,,,,,,,
海狮S 2022款 1.5L 财富版无空调2座厢货 国VI,5.28万,华晨鑫源,微面,汽油,2022.09,1.5L 102马力 L4,1451,4,L,5挡手动变速箱（MT）,5,手动变速箱(MT),,实心盘式,鼓式,手刹
海狮S 2022款 1.6L 财富版无空调5座厢货 国VI,5.48万,华晨鑫源,微面,汽油,2022.09,1.6L 116马力 L4,1599,4,L,5挡手动变速箱（MT）,5,手动变速箱(MT),,实心盘式,鼓式,手刹
海狮S 2022款 1.6L 财富版无空调2座厢货 国VI,5.48万,华晨鑫源,微面,汽油,2022.09,1.6L 116马力 L4,1599,4,L,5挡手动变速箱（MT）,5,手动变速箱(MT),,实心盘式,鼓式,手刹
鑫源X30L 2022款 1.5L 超享版无空调2座厢货 国VI,4.79万,,汽油,,1.5L 102马力 L4,75(102Ps),1451,4,L,5挡手动变速箱（MT）,5,手动变速箱(MT),,实心盘式,鼓式,手刹
鑫源X30L 2022款 1.5L 超享版无空调5座厢货 国VI,4.79万,,汽油,,1.5L 102马力 L4,75(102Ps),1451,4,L,5挡手动变速箱（MT）,5,手动变速箱(MT),,实心盘式,鼓式,手刹
鑫源X30L 2022款 1.5L 财富版无空调2座厢货 国VI,5.08万,,汽油,,1.5L 102马力 L4,75(102Ps),1451,4,L,5挡手动变速箱（MT）,5,手动变速箱(MT),,实心盘式,鼓式,手刹
鑫源X30L 2022款 1.5L 财富版无空调5座厢货 国VI,5.08万,,汽油,,1.5L 102马力 L4,75(102Ps),1451,4,L,5挡手动变速箱（MT）,5,手动变速箱(MT),,实心盘式,鼓式,手刹
鑫源X30L 2022款 1.5L 超享版无空调5-7客车 国VI,4.79万,,汽油,,1.5L 102马力 L4,75(102Ps),1451,4,L,5挡手动变速箱（MT）,5,手动变速箱(MT),,实心盘式,鼓式,手刹
 0款 ,暂无报价,,,,,,,,,,,,,,,
鑫源X30L 2022款 1.5L 财富版无空调5-7客车 国VI,5.08万,,汽油,,1.5L 102马力 L4,75(102Ps),1451,4,L,5挡手动变速箱（MT）,5,手动变速箱(MT),,实心盘式,鼓式,手刹
上汽大通MAXUS T70 2022款 2.0T手动柴油两驱五周年纪念版舒适版标箱,9.48万,上汽大通,中型皮卡,柴油,2022.09,2.0T 136马力 L4,1996,4,L,6挡手动变速箱（MT）,6,手动变速箱(MT),,通风盘式,实心盘式,手刹
上汽大通MAXUS T70 2022款 2.0T手动柴油两驱五周年纪念版舒适版长箱,9.68万,上汽大通,中型皮卡,柴油,2022.09,2.0T 136马力 L4,1996,4,L,6挡手动变速箱（MT）,6,手动变速箱(MT),,通风盘式,实心盘式,手刹
上汽大通MAXUS T70 2022款 2.0T手动柴油两驱五周年纪念版精英版标箱,10.28万,上汽大通,中型皮卡,柴油,2022.09,2.0T 136马力 L4,1996,4,L,6挡手动变速箱（MT）,6,手动变速箱(MT),,通风盘式,实心盘式,手刹
上汽大通MAXUS T70 2022款 2.0T手动柴油两驱五周年纪念版精英版长箱,10.48万,上汽大通,中型皮卡,柴油,2022.09,2.0T 136马力 L4,1996,4,L,6挡手动变速箱（MT）,6,手动变速箱(MT),,通风盘式,实心盘式,手刹
宝马2系 2023款 225i 双门轿跑车 M运动曜夜套装,30.29万,宝马(进口),紧凑型车,汽油,2022.09,2.0T 184马力 L4,1998,4,L,8挡手自一体,8,手自一体变速箱(AT),,通风盘式,通风盘式,电子驻车
途昂X 2023款 380TSI 四驱低配版,暂无报价,,,,,,,,,,,,,,,
TAGA达咖EV 2022款 基本型,暂无报价,庆铃五十铃,中型皮卡,,,,,,,,,,,,,
海狮S 2022款 1.5L 7座客车,暂无报价,,,,,,,,,,,,,,,
兰德酷路泽(进口) 2015款 4.5T 自动 四驱 7座 ,暂无报价,,柴油,,,,,,,,,,,,,
北京X7 2022款 1.5TD 纯平民宿版,暂无报价,,,,,,,,,,,,,,,
上汽大通MAXUS T70 2022款 2.0T手动柴油两驱五周年纪念版舒适版长箱平底,9.88万,上汽大通,中型皮卡,柴油,2022.09,2.0T 136马力 L4,1996,4,L,6挡手动变速箱（MT）,6,手动变速箱(MT),,通风盘式,实心盘式,手刹
上汽大通MAXUS T70 2022款 2.0T手动柴油两驱五周年纪念版精英版长箱平底,10.68万,上汽大通,中型皮卡,柴油,2022.09,2.0T 136马力 L4,1996,4,L,6挡手动变速箱（MT）,6,手动变速箱(MT),,通风盘式,实心盘式,手刹
 0款 ,暂无报价,,,,,,,,,,,,,,,
上汽大通MAXUS T70 2022款 2.0T手动柴油四驱五周年纪念版舒适版标箱,10.48万,上汽大通,中型皮卡,柴油,2022.09,2.0T 136马力 L4,1996,4,L,6挡手动变速箱（MT）,6,手动变速箱(MT),,通风盘式,实心盘式,手刹
上汽大通MAXUS T70 2022款 2.0T手动柴油四驱五周年纪念版舒适版长箱,10.68万,上汽大通,中型皮卡,柴油,2022.09,2.0T 136马力 L4,1996,4,L,6挡手动变速箱（MT）,6,手动变速箱(MT),,通风盘式,实心盘式,手刹
上汽大通MAXUS T70 2022款 2.0T手动柴油四驱五周年纪念版舒适版长箱平底,10.88万,上汽大通,中型皮卡,柴油,2022.09,2.0T 136马力 L4,1996,4,L,6挡手动变速箱（MT）,6,手动变速箱(MT),,通风盘式,实心盘式,手刹
上汽大通MAXUS T70 2022款 2.0T手动柴油四驱五周年纪念版精英版标箱,11.28万,上汽大通,中型皮卡,柴油,2022.09,2.0T 136马力 L4,1996,4,L,6挡手动变速箱（MT）,6,手动变速箱(MT),,通风盘式,实心盘式,手刹
上汽大通MAXUS T70 2022款 2.0T手动柴油四驱五周年纪念版精英版长箱,11.48万,上汽大通,中型皮卡,柴油,2022.09,2.0T 136马力 L4,1996,4,L,6挡手动变速箱（MT）,6,手动变速箱(MT),,通风盘式,实心盘式,手刹
上汽大通MAXUS T70 2022款 2.0T手动柴油四驱五周年纪念版精英版长箱平底,11.68万,上汽大通,中型皮卡,柴油,2022.09,2.0T 136马力 L4,1996,4,L,6挡手动变速箱（MT）,6,手动变速箱(MT),,通风盘式,实心盘式,手刹
